acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0130,MVP1-M04-017,Physical Inspection Execution,Inspector,Maps Engine,None,ETA displayed correctly.,Calculate ETA based on current location and destination.,ETA updates continuously during journey.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-017 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-017 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0131,MVP1-M04-018,Physical Inspection Execution,Inspector,Workflow Engine,None,Operational State updated correctly.,Change Operational State from Prepared to On the Way.,Workflow Status remains unchanged until inspection begins.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-018 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-018 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0132,MVP1-M04-019,Physical Inspection Execution,Inspector,Audit Service,None,Complete audit trail available.,"Log every significant event including validation, download, GPS capture, timeline creation and tracking initialization.",Every event must be auditable.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-019 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-019 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0133,MVP1-M04-020,Physical Inspection Execution,Inspector,All Related Services,Retry / Cancel.,User receives meaningful error messages and system remains in a consistent state.,"Display clear error messages, retry transient failures, prevent journey start if critical validations fail.",No partial journey session shall remain active after critical failure.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-020 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-020 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0134,MVP1-M04-021,Physical Inspection Execution,"Inspector, Operations","GIS, Maps",None,Live tracking starts successfully.,Start continuous GPS tracking based on configurable interval.,Tracking starts only after successful Start Journey.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-021 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-021 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0135,MVP1-M04-022,Physical Inspection Execution,Inspector,GIS,None,GPS history is stored successfully.,"Capture Latitude, Longitude, Altitude, Speed, Heading and GPS Accuracy at each tracking interval.",Every GPS point is linked to the journey session.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-022 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-022 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0136,MVP1-M04-023,Physical Inspection Execution,Operations,Maps,None,Operations users can monitor inspector movement.,Update inspector marker on Operations Center map.,Map refresh interval shall be configurable.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-023 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-023 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0137,MVP1-M04-024,Physical Inspection Execution,Inspector,Maps Engine,None,ETA displayed accurately.,"Calculate ETA based on current location, road network and destination. Refresh ETA periodically.",ETA shall refresh automatically during travel.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-024 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-024 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0138,MVP1-M04-025,Physical Inspection Execution,Inspector,Maps Engine,None,Remaining distance displayed correctly.,Calculate remaining travel distance using navigation route.,Distance refreshes automatically.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-025 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-025 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0139,MVP1-M04-026,Physical Inspection Execution,Inspector,Maps Engine,None,Progress updates correctly.,Calculate journey progress percentage using travelled vs remaining distance.,Progress is informational only.,STM-JRN-001;STM-JRN-002;STM-JRN-003 | states: Ready->On Journey->Arrived->Checked-In->Start Allowed,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-005;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-026 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-026 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
