requirement_id,source_id,source_sha256,source_sheet,source_coordinate,module,capability,purpose,user_flow,user_actions,system_actions,ai_actions,inputs,outputs,business_rules,personas,dependencies,source_acceptance_criteria,original_source_text,disposition,disposition_alias,target_module_id,implementation_package,target_routes,target_designs,acceptance_ids,decision_or_blocker_ids,shared_backend_dependencies,evidence_ids,status
CR-264,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!152,Inspection Execution – Physical,Lock Checklist After Submission,Protect completed inspection.,Submitted,View checklist.,Render checklist in read-only mode after submission.,None,Submitted Inspection,Locked Checklist,Checklist becomes immutable after submission.,"Inspector, Reviewer",Workflow Engine,Checklist cannot be modified after submission.,"module=Inspection Execution – Physical | capability=Lock Checklist After Submission | purpose=Protect completed inspection. | user_flow=Submitted | user_actions=View checklist. | system_actions=Render checklist in read-only mode after submission. | ai_actions=None | inputs=Submitted Inspection | outputs=Locked Checklist | business_rules=Checklist becomes immutable after submission. | personas=Inspector, Reviewer | dependencies=Workflow Engine | source_acceptance_criteria=Checklist cannot be modified after submission.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0264,,IMMUTABLE_VERSION,WA-EV-0264,BASELINED_NOT_IMPLEMENTED
CR-265,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!153,Inspection Execution – Physical,Generate Checklist Audit Events,Maintain complete inspection history.,Throughout Checklist,None,"Record item opened, answer changed, violation generated, evidence uploaded, comments added, draft saved and completed events.",None,Checklist Events,Audit Timeline,Every checklist action shall be auditable.,"Inspector, Reviewer",Audit Service,Audit history complete.,"module=Inspection Execution – Physical | capability=Generate Checklist Audit Events | purpose=Maintain complete inspection history. | user_flow=Throughout Checklist | user_actions=None | system_actions=Record item opened, answer changed, violation generated, evidence uploaded, comments added, draft saved and completed events. | ai_actions=None | inputs=Checklist Events | outputs=Audit Timeline | business_rules=Every checklist action shall be auditable. | personas=Inspector, Reviewer | dependencies=Audit Service | source_acceptance_criteria=Audit history complete.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0265,,AUDIT,WA-EV-0265,BASELINED_NOT_IMPLEMENTED
CR-266,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!154,Inspection Execution – Physical,Handle Checklist Errors,Prevent data loss during inspection.,Any Failure,Retry.,"Handle validation failures, save failures, evidence upload failures and synchronization failures while preserving entered information.",Suggest corrective action where applicable.,Error Context,Error Response,No checklist data shall be lost because of recoverable failures.,Inspector,"Validation Engine, Draft Service",Checklist remains recoverable after failures.,"module=Inspection Execution – Physical | capability=Handle Checklist Errors | purpose=Prevent data loss during inspection. | user_flow=Any Failure | user_actions=Retry. | system_actions=Handle validation failures, save failures, evidence upload failures and synchronization failures while preserving entered information. | ai_actions=Suggest corrective action where applicable. | inputs=Error Context | outputs=Error Response | business_rules=No checklist data shall be lost because of recoverable failures. | personas=Inspector | dependencies=Validation Engine, Draft Service | source_acceptance_criteria=Checklist remains recoverable after failures.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0266,,OFFLINE_CONFLICT,WA-EV-0266,BASELINED_NOT_IMPLEMENTED
CR-267,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!155,Inspection Execution – Physical,Upload Evidence,Allow inspector to upload inspection evidence.,Any Execution Step,"Upload Photo, Video or Document.",Upload and associate evidence with the active inspection session.,None,Media File,Uploaded Evidence,Evidence can be uploaded from any execution step.,Inspector,Media Service,Evidence uploaded successfully.,"module=Inspection Execution – Physical | capability=Upload Evidence | purpose=Allow inspector to upload inspection evidence. | user_flow=Any Execution Step | user_actions=Upload Photo, Video or Document. | system_actions=Upload and associate evidence with the active inspection session. | ai_actions=None | inputs=Media File | outputs=Uploaded Evidence | business_rules=Evidence can be uploaded from any execution step. | personas=Inspector | dependencies=Media Service | source_acceptance_criteria=Evidence uploaded successfully.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0267,,,WA-EV-0267,BASELINED_NOT_IMPLEMENTED
CR-268,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!156,Inspection Execution – Physical,Select Evidence Source,Capture how evidence was obtained.,Upload Evidence,"Select Camera, Gallery or File.",Display supported evidence sources.,None,User Selection,Selected Source,Supported sources are configurable.,Inspector,Device Services,Selected source opened successfully.,"module=Inspection Execution – Physical | capability=Select Evidence Source | purpose=Capture how evidence was obtained. | user_flow=Upload Evidence | user_actions=Select Camera, Gallery or File. | system_actions=Display supported evidence sources. | ai_actions=None | inputs=User Selection | outputs=Selected Source | business_rules=Supported sources are configurable. | personas=Inspector | dependencies=Device Services | source_acceptance_criteria=Selected source opened successfully.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0268,,,WA-EV-0268,BASELINED_NOT_IMPLEMENTED
CR-269,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!157,Inspection Execution – Physical,Capture Photo,Capture inspection photo.,Upload Evidence,Take Photo.,Launch device camera and capture image.,None,Camera,Photo,Original photo retained.,Inspector,Camera Service,Photo stored successfully.,module=Inspection Execution – Physical | capability=Capture Photo | purpose=Capture inspection photo. | user_flow=Upload Evidence | user_actions=Take Photo. | system_actions=Launch device camera and capture image. | ai_actions=None | inputs=Camera | outputs=Photo | business_rules=Original photo retained. | personas=Inspector | dependencies=Camera Service | source_acceptance_criteria=Photo stored successfully.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0269,,,WA-EV-0269,BASELINED_NOT_IMPLEMENTED
CR-270,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!158,Inspection Execution – Physical,Capture Video,Capture inspection video.,Upload Evidence,Record Video.,Launch video recorder and capture video.,None,Camera,Video,Maximum recording duration configurable.,Inspector,Camera Service,Video uploaded successfully.,module=Inspection Execution – Physical | capability=Capture Video | purpose=Capture inspection video. | user_flow=Upload Evidence | user_actions=Record Video. | system_actions=Launch video recorder and capture video. | ai_actions=None | inputs=Camera | outputs=Video | business_rules=Maximum recording duration configurable. | personas=Inspector | dependencies=Camera Service | source_acceptance_criteria=Video uploaded successfully.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0270,,,WA-EV-0270,BASELINED_NOT_IMPLEMENTED
CR-271,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!159,Inspection Execution – Physical,Upload Document,Attach supporting document.,Upload Evidence,Select Document.,Upload supported document types.,None,File,Document,Allowed extensions configured centrally.,Inspector,Storage Service,Document uploaded successfully.,module=Inspection Execution – Physical | capability=Upload Document | purpose=Attach supporting document. | user_flow=Upload Evidence | user_actions=Select Document. | system_actions=Upload supported document types. | ai_actions=None | inputs=File | outputs=Document | business_rules=Allowed extensions configured centrally. | personas=Inspector | dependencies=Storage Service | source_acceptance_criteria=Document uploaded successfully.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0271,,,WA-EV-0271,BASELINED_NOT_IMPLEMENTED
CR-272,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!160,Inspection Execution – Physical,Add Evidence Comment,Describe the uploaded evidence.,Evidence Uploaded,Enter Comment.,Store comment with evidence record.,None,Comment,Evidence Comment,Comment length configurable.,Inspector,Evidence Repository,Comment stored successfully.,module=Inspection Execution – Physical | capability=Add Evidence Comment | purpose=Describe the uploaded evidence. | user_flow=Evidence Uploaded | user_actions=Enter Comment. | system_actions=Store comment with evidence record. | ai_actions=None | inputs=Comment | outputs=Evidence Comment | business_rules=Comment length configurable. | personas=Inspector | dependencies=Evidence Repository | source_acceptance_criteria=Comment stored successfully.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0272,,,WA-EV-0272,BASELINED_NOT_IMPLEMENTED
CR-273,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!161,Inspection Execution – Physical,Annotate Image,Highlight important findings.,Photo Uploaded,Draw Annotation.,Save annotation layer while preserving original image.,None,Image,Annotated Image,Original evidence shall never be modified.,Inspector,Media Editor,Annotation saved successfully.,module=Inspection Execution – Physical | capability=Annotate Image | purpose=Highlight important findings. | user_flow=Photo Uploaded | user_actions=Draw Annotation. | system_actions=Save annotation layer while preserving original image. | ai_actions=None | inputs=Image | outputs=Annotated Image | business_rules=Original evidence shall never be modified. | personas=Inspector | dependencies=Media Editor | source_acceptance_criteria=Annotation saved successfully.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-09,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0273,,,WA-EV-0273,BASELINED_NOT_IMPLEMENTED
CR-274,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!162,Inspection Execution – Physical,Link Evidence,Associate evidence with inspection context.,Evidence Uploaded,None,"Link evidence to Factory Information, Report Field, Inspection Item, Violation or Action Form.",None,Evidence,Evidence Relationship,One evidence item may be linked to multiple entities if configured.,Inspector,Evidence Engine,Evidence linked correctly.,"module=Inspection Execution – Physical | capability=Link Evidence | purpose=Associate evidence with inspection context. | user_flow=Evidence Uploaded | user_actions=None | system_actions=Link evidence to Factory Information, Report Field, Inspection Item, Violation or Action Form. | ai_actions=None | inputs=Evidence | outputs=Evidence Relationship | business_rules=One evidence item may be linked to multiple entities if configured. | personas=Inspector | dependencies=Evidence Engine | source_acceptance_criteria=Evidence linked correctly.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0274,,,WA-EV-0274,BASELINED_NOT_IMPLEMENTED
CR-275,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!163,Inspection Execution – Physical,Preview Evidence,Allow inspector to review uploaded evidence.,Evidence List,Open Evidence.,Display preview according to file type.,None,Evidence,Preview,Preview does not modify evidence.,Inspector,Viewer,Evidence preview available.,module=Inspection Execution – Physical | capability=Preview Evidence | purpose=Allow inspector to review uploaded evidence. | user_flow=Evidence List | user_actions=Open Evidence. | system_actions=Display preview according to file type. | ai_actions=None | inputs=Evidence | outputs=Preview | business_rules=Preview does not modify evidence. | personas=Inspector | dependencies=Viewer | source_acceptance_criteria=Evidence preview available.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0275,,,WA-EV-0275,BASELINED_NOT_IMPLEMENTED
CR-276,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection excution-Start jou,Inspection excution-Start jou!164,Inspection Execution – Physical,Replace Evidence,Replace incorrect evidence before submission.,Evidence List,Replace File.,Archive previous version and upload replacement.,None,New File,Updated Evidence,Replacement allowed only before submission.,Inspector,Versioning Engine,Previous version retained in audit.,module=Inspection Execution – Physical | capability=Replace Evidence | purpose=Replace incorrect evidence before submission. | user_flow=Evidence List | user_actions=Replace File. | system_actions=Archive previous version and upload replacement. | ai_actions=None | inputs=New File | outputs=Updated Evidence | business_rules=Replacement allowed only before submission. | personas=Inspector | dependencies=Versioning Engine | source_acceptance_criteria=Previous version retained in audit.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-12,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0276,,AUDIT;IMMUTABLE_VERSION,WA-EV-0276,BASELINED_NOT_IMPLEMENTED
