requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-00375,CAP-R0C-0143,SRC-01,Inspection excution-Start jou!A31:M31,BUSINESS_RULE,Duplicate synchronization shall be prevented.,Pass when this rule is enforced and a violating path is prevented or handled: Duplicate synchronization shall be prevented.
REQ-R0C-00376,CAP-R0C-0144,SRC-01,Inspection excution-Start jou!A32:M32,SYSTEM_BEHAVIOR,Compare current location against planned navigation route.,Pass when the system behavior occurs under the cited trigger and context: Compare current location against planned navigation route.
REQ-R0C-00377,CAP-R0C-0144,SRC-01,Inspection excution-Start jou!A32:M32,BUSINESS_RULE,Route deviation does not stop the inspection.,Pass when this rule is enforced and a violating path is prevented or handled: Route deviation does not stop the inspection.
REQ-R0C-00378,CAP-R0C-0145,SRC-01,Inspection excution-Start jou!A33:M33,SYSTEM_BEHAVIOR,Compare current location against configured arrival radius.,Pass when the system behavior occurs under the cited trigger and context: Compare current location against configured arrival radius.
REQ-R0C-00379,CAP-R0C-0145,SRC-01,Inspection excution-Start jou!A33:M33,BUSINESS_RULE,Arrival button becomes available only when within configured radius or GPS override is allowed.,Pass when this rule is enforced and a violating path is prevented or handled: Arrival button becomes available only when within configured radius or GPS override is allowed.
REQ-R0C-00380,CAP-R0C-0146,SRC-01,Inspection excution-Start jou!A34:M34,SYSTEM_BEHAVIOR,"Record Journey Started, Tracking Started, Offline, Online, ETA Updates, Route Deviations and Arrival Detection.","Pass when the system behavior occurs under the cited trigger and context: Record Journey Started, Tracking Started, Offline, Online, ETA Updates, Route Deviations and Arrival Detection."
REQ-R0C-00381,CAP-R0C-0146,SRC-01,Inspection excution-Start jou!A34:M34,BUSINESS_RULE,Timeline must remain immutable after submission.,Pass when this rule is enforced and a violating path is prevented or handled: Timeline must remain immutable after submission.
REQ-R0C-00382,CAP-R0C-0147,SRC-01,Inspection excution-Start jou!A35:M35,SYSTEM_BEHAVIOR,"Record GPS events, network changes, synchronization events and operational state changes.","Pass when the system behavior occurs under the cited trigger and context: Record GPS events, network changes, synchronization events and operational state changes."
REQ-R0C-00383,CAP-R0C-0147,SRC-01,Inspection excution-Start jou!A35:M35,BUSINESS_RULE,All system-generated actions shall be auditable.,Pass when this rule is enforced and a violating path is prevented or handled: All system-generated actions shall be auditable.
REQ-R0C-00384,CAP-R0C-0147,SRC-01,Inspection excution-Start jou!A35:M35,ACCEPTANCE_CRITERION,Complete audit trail available.,Pass when the source-stated acceptance condition is demonstrated: Complete audit trail available.
REQ-R0C-00385,CAP-R0C-0148,SRC-01,Inspection excution-Start jou!A36:M36,SYSTEM_BEHAVIOR,"Display current Operational State, ETA, Distance Remaining, GPS Status, Connectivity Status and Progress.","Pass when the system behavior occurs under the cited trigger and context: Display current Operational State, ETA, Distance Remaining, GPS Status, Connectivity Status and Progress."
REQ-R0C-00386,CAP-R0C-0149,SRC-01,Inspection excution-Start jou!A37:M37,SYSTEM_BEHAVIOR,"Handle GPS unavailable, navigation failure, synchronization failure, connectivity failure and mapping service errors. Maintain journey consistency and prevent duplicate sessions.","Pass when the system behavior occurs under the cited trigger and context: Handle GPS unavailable, navigation failure, synchronization failure, connectivity failure and mapping service errors. Maintain journey consistency and prevent duplicate sessions."
REQ-R0C-00387,CAP-R0C-0149,SRC-01,Inspection excution-Start jou!A37:M37,BUSINESS_RULE,Critical failures shall never corrupt the active journey session.,Pass when this rule is enforced and a violating path is prevented or handled: Critical failures shall never corrupt the active journey session.
REQ-R0C-00388,CAP-R0C-0150,SRC-01,Inspection excution-Start jou!A38:M38,SYSTEM_BEHAVIOR,Continuously compare inspector GPS against the planned factory location and determine whether the inspector is inside the configured arrival radius.,Pass when the system behavior occurs under the cited trigger and context: Continuously compare inspector GPS against the planned factory location and determine whether the inspector is inside the configured arrival radius.
REQ-R0C-00389,CAP-R0C-0150,SRC-01,Inspection excution-Start jou!A38:M38,BUSINESS_RULE,Arrival radius shall be configurable by system administration.,Pass when this rule is enforced and a violating path is prevented or handled: Arrival radius shall be configurable by system administration.
REQ-R0C-00390,CAP-R0C-0150,SRC-01,Inspection excution-Start jou!A38:M38,DATA_REQUIREMENT,"Current GPS, Planned Coordinates","Pass when the cited data field or contract element is present and valid: Current GPS, Planned Coordinates"
REQ-R0C-00391,CAP-R0C-0151,SRC-01,Inspection excution-Start jou!A39:M39,SYSTEM_BEHAVIOR,Enable the Arrived action only after arrival conditions are met or when GPS override is permitted.,Pass when the system behavior occurs under the cited trigger and context: Enable the Arrived action only after arrival conditions are met or when GPS override is permitted.
REQ-R0C-00392,CAP-R0C-0151,SRC-01,Inspection excution-Start jou!A39:M39,BUSINESS_RULE,Arrived button shall not be enabled before reaching the configured radius unless override is allowed.,Pass when this rule is enforced and a violating path is prevented or handled: Arrived button shall not be enabled before reaching the configured radius unless override is allowed.
REQ-R0C-00393,CAP-R0C-0152,SRC-01,Inspection excution-Start jou!A40:M40,SYSTEM_BEHAVIOR,Capture both server timestamp and device timestamp as official arrival evidence.,Pass when the system behavior occurs under the cited trigger and context: Capture both server timestamp and device timestamp as official arrival evidence.
REQ-R0C-00394,CAP-R0C-0152,SRC-01,Inspection excution-Start jou!A40:M40,BUSINESS_RULE,Server timestamp shall be the official audit timestamp.,Pass when this rule is enforced and a violating path is prevented or handled: Server timestamp shall be the official audit timestamp.
REQ-R0C-00395,CAP-R0C-0153,SRC-01,Inspection excution-Start jou!A41:M41,SYSTEM_BEHAVIOR,"Record latitude, longitude, altitude and GPS accuracy at the moment of arrival.","Pass when the system behavior occurs under the cited trigger and context: Record latitude, longitude, altitude and GPS accuracy at the moment of arrival."
REQ-R0C-00396,CAP-R0C-0153,SRC-01,Inspection excution-Start jou!A41:M41,BUSINESS_RULE,Actual coordinates shall always be stored regardless of GPS validation outcome.,Pass when this rule is enforced and a violating path is prevented or handled: Actual coordinates shall always be stored regardless of GPS validation outcome.
REQ-R0C-00397,CAP-R0C-0154,SRC-01,Inspection excution-Start jou!A42:M42,SYSTEM_BEHAVIOR,Calculate the distance between the planned location and the inspector's actual location.,Pass when the system behavior occurs under the cited trigger and context: Calculate the distance between the planned location and the inspector's actual location.
REQ-R0C-00398,CAP-R0C-0154,SRC-01,Inspection excution-Start jou!A42:M42,BUSINESS_RULE,Planned location is the Planner-selected location if available,Pass when this rule is enforced and a violating path is prevented or handled: Planned location is the Planner-selected location if available
REQ-R0C-00399,CAP-R0C-0154,SRC-01,Inspection excution-Start jou!A42:M42,BUSINESS_RULE,"otherwise, the Industrial License location from Senaei.","Pass when this rule is enforced and a violating path is prevented or handled: otherwise, the Industrial License location from Senaei."
REQ-R0C-00400,CAP-R0C-0154,SRC-01,Inspection excution-Start jou!A42:M42,DATA_REQUIREMENT,"Planned Coordinates, Actual Coordinates","Pass when the cited data field or contract element is present and valid: Planned Coordinates, Actual Coordinates"
REQ-R0C-00401,CAP-R0C-0155,SRC-01,Inspection excution-Start jou!A43:M43,SYSTEM_BEHAVIOR,Compare calculated distance against the configured tolerance radius.,Pass when the system behavior occurs under the cited trigger and context: Compare calculated distance against the configured tolerance radius.
REQ-R0C-00402,CAP-R0C-0155,SRC-01,Inspection excution-Start jou!A43:M43,BUSINESS_RULE,Validation shall use configurable radius values.,Pass when this rule is enforced and a violating path is prevented or handled: Validation shall use configurable radius values.
REQ-R0C-00403,CAP-R0C-0156,SRC-01,Inspection excution-Start jou!A44:M44,USER_ACTION,Confirm Override or Cancel.,Pass when the actor can complete this action and the resulting state is visible: Confirm Override or Cancel.
REQ-R0C-00404,CAP-R0C-0156,SRC-01,Inspection excution-Start jou!A44:M44,SYSTEM_BEHAVIOR,"Display a confirmation dialog explaining that the inspector is outside the planned location. If confirmed, continue using the actual coordinates.","Pass when the system behavior occurs under the cited trigger and context: Display a confirmation dialog explaining that the inspector is outside the planned location. If confirmed, continue using the actual coordinates."
REQ-R0C-00405,CAP-R0C-0156,SRC-01,Inspection excution-Start jou!A44:M44,BUSINESS_RULE,GPS override requires explicit inspector confirmation.,Pass when this rule is enforced and a violating path is prevented or handled: GPS override requires explicit inspector confirmation.
REQ-R0C-00406,CAP-R0C-0157,SRC-01,Inspection excution-Start jou!A45:M45,SYSTEM_BEHAVIOR,Save the final inspection coordinates that will be associated with the inspection execution.,Pass when the system behavior occurs under the cited trigger and context: Save the final inspection coordinates that will be associated with the inspection execution.
REQ-R0C-00407,CAP-R0C-0157,SRC-01,Inspection excution-Start jou!A45:M45,BUSINESS_RULE,Final coordinates shall remain immutable after inspection starts.,Pass when this rule is enforced and a violating path is prevented or handled: Final coordinates shall remain immutable after inspection starts.
REQ-R0C-00408,CAP-R0C-0158,SRC-01,Inspection excution-Start jou!A46:M46,USER_ACTION,Capture photo or comment (if required).,Pass when the actor can complete this action and the resulting state is visible: Capture photo or comment (if required).
REQ-R0C-00409,CAP-R0C-0158,SRC-01,Inspection excution-Start jou!A46:M46,SYSTEM_BEHAVIOR,Store arrival evidence and associate it with the arrival event.,Pass when the system behavior occurs under the cited trigger and context: Store arrival evidence and associate it with the arrival event.
REQ-R0C-00410,CAP-R0C-0158,SRC-01,Inspection excution-Start jou!A46:M46,BUSINESS_RULE,Arrival evidence requirements shall be configurable.,Pass when this rule is enforced and a violating path is prevented or handled: Arrival evidence requirements shall be configurable.
REQ-R0C-00411,CAP-R0C-0158,SRC-01,Inspection excution-Start jou!A46:M46,ACCEPTANCE_CRITERION,Required evidence is successfully attached.,Pass when the source-stated acceptance condition is demonstrated: Required evidence is successfully attached.
REQ-R0C-00412,CAP-R0C-0159,SRC-01,Inspection excution-Start jou!A47:M47,SYSTEM_BEHAVIOR,Update Operational State from On the Way to Arrived while keeping Workflow Status unchanged.,Pass when the system behavior occurs under the cited trigger and context: Update Operational State from On the Way to Arrived while keeping Workflow Status unchanged.
REQ-R0C-00413,CAP-R0C-0159,SRC-01,Inspection excution-Start jou!A47:M47,BUSINESS_RULE,Workflow Status remains unchanged until the inspection officially starts.,Pass when this rule is enforced and a violating path is prevented or handled: Workflow Status remains unchanged until the inspection officially starts.
REQ-R0C-00414,CAP-R0C-0160,SRC-01,Inspection excution-Start jou!A48:M48,SYSTEM_BEHAVIOR,"Record Arrived, GPS Validated, GPS Override (if applicable), Arrival Evidence and Arrival Confirmed events.","Pass when the system behavior occurs under the cited trigger and context: Record Arrived, GPS Validated, GPS Override (if applicable), Arrival Evidence and Arrival Confirmed events."
REQ-R0C-00415,CAP-R0C-0160,SRC-01,Inspection excution-Start jou!A48:M48,BUSINESS_RULE,Timeline events shall be immutable after submission.,Pass when this rule is enforced and a violating path is prevented or handled: Timeline events shall be immutable after submission.
